t_id,SourcePort,Destination Port,NATSourcePort,NATDestinationPort,Action,Bytes,BytesSent,BytesReceived,Packets,ElapsedTime,pkts_sent,pkts_received
60101,28989,53,28989,53,allow,197,90,107,2,29,1,1
60102,61492,80,29860,80,allow,901,398,503,10,15,5,5
60103,62109,443,64847,443,allow,21219,1329,19890,32,122,13,19
60104,65287,53,32403,53,allow,222,86,136,2,30,1,1
60105,56126,53,59441,53,allow,336,110,226,2,29,1,1
60106,55567,53,55567,53,allow,216,90,126,2,30,1,1
60107,49553,53,5635,53,allow,614,239,375,6,53,3,3
60108,58664,53,10827,53,allow,167,78,89,2,29,1,1
60109,49419,53,3552,53,allow,343,100,243,4,52,2,2
60110,43484,443,55073,443,allow,130,70,60,2,15,1,1
60111,49610,53,9285,53,allow,168,78,90,2,30,1,1
60112,57588,443,16925,443,allow,9109,2044,7065,25,22,14,11
60113,50645,53,27805,53,allow,177,94,83,2,30,1,1
60114,50500,443,60385,443,allow,12556,1134,11422,28,78,13,15
60115,50502,443,59383,443,allow,11323,3376,7947,29,77,16,13
60116,50504,443,47105,443,allow,5476,1073,4403,22,78,12,10
60117,52629,53,0,0,allow,418,154,264,4,33,2,2
60118,46641,8100,2386,8100,allow,78,78,0,1,4,1,0
60119,64657,53,35491,53,allow,370,96,274,4,39,2,2
60120,4184,53,4184,53,allow,216,90,126,2,29,1,1
60121,59179,53,29104,53,allow,260,86,174,2,30,1,1
60122,50209,53,40978,53,allow,86,86,0,1,30,1,0
60123,56174,443,33268,443,allow,1310,649,661,13,185,7,6
60124,45392,443,53669,443,allow,1312,651,661,13,185,7,6
60125,65251,80,48445,80,allow,6352,4052,2300,44,630,23,21
60126,65466,443,13984,443,allow,478996,13760,465236,490,16,171,319
60127,61712,80,5502,80,allow,1864,1024,840,10,16,6,4
60128,51667,25826,43364,25826,allow,9372,9372,0,11,30,11,0
60129,56291,53,51569,53,allow,260,102,158,2,30,1,1
60130,58658,53,27150,53,allow,260,86,174,2,30,1,1
60131,46297,80,56497,80,allow,1155,781,374,10,15,6,4
60132,43482,443,29764,443,allow,2316,1280,1036,20,278,11,9
60133,35509,3389,35509,3389,allow,4224,2055,2169,22,21,13,9
60134,50645,53,59508,53,allow,177,94,83,2,30,1,1
60135,54807,53,14408,53,allow,206,86,120,2,30,1,1
60136,50825,443,30672,443,allow,252960,10277,242683,301,209,119,182
60137,52321,443,49472,443,allow,10320,5152,5168,45,15,25,20
60138,43487,443,8725,443,allow,6886,1291,5595,27,285,15,12
60139,41296,80,53379,80,allow,1056,682,374,10,15,6,4
60140,65379,443,56474,443,allow,4514,2844,1670,29,84,14,15
60141,65264,80,41866,80,allow,7440,4032,3408,48,629,25,23
60142,17532,53,17532,53,allow,233,90,143,2,31,1,1
60143,52322,53,58058,53,allow,86,86,0,1,30,1,0
60144,60163,443,11476,443,allow,3041,1745,1296,28,3600,15,13
60145,56176,443,9976,443,allow,1312,651,661,13,185,7,6
60146,55928,443,33892,443,allow,5433,3275,2158,16,135,8,8
60147,53541,59939,18832,59939,allow,70,70,0,1,5,1,0
60148,65465,443,59471,443,allow,92040,4799,87241,107,16,43,64
60149,61835,443,61835,443,allow,21703,2433,19270,44,76,18,26
60150,51797,80,9284,80,allow,1929,796,1133,21,135,11,10
60151,61834,443,61834,443,allow,220115,6038,214077,231,76,78,153
60152,50229,443,13758,443,allow,6846,2479,4367,41,256,19,22
60153,50915,80,27954,80,allow,10548172,142265,10405907,9105,134,1982,7123
60154,63968,53,61368,53,allow,310,142,168,2,30,1,1
60155,58562,3389,58562,3389,allow,5387,1909,3478,22,21,10,12
60156,50911,80,6093,80,allow,13780884,170419,13610465,11542,134,2387,9155
60157,44187,443,10571,443,allow,12382,2688,9694,37,361,19,18
60158,56462,445,0,0,drop,70,70,0,1,0,1,0
60159,56454,445,0,0,drop,70,70,0,1,0,1,0
60160,56450,445,0,0,drop,70,70,0,1,0,1,0
60161,26531,37965,0,0,deny,62,62,0,1,0,1,0
60162,51431,445,0,0,drop,70,70,0,1,0,1,0
60163,50784,52952,0,0,deny,66,66,0,1,0,1,0
60164,37568,443,2020,443,allow,499,425,74,4,0,3,1
60165,37564,443,36169,443,allow,499,425,74,4,0,3,1
60166,37567,443,17651,443,allow,499,425,74,4,0,3,1
60167,37566,443,23464,443,allow,499,425,74,4,0,3,1
60168,37563,443,52126,443,allow,499,425,74,4,0,3,1
60169,37565,443,6723,443,allow,499,425,74,4,0,3,1
60170,55865,64147,0,0,deny,66,66,0,1,0,1,0
60171,61315,48817,0,0,deny,62,62,0,1,0,1,0
60172,51870,445,0,0,drop,66,66,0,1,0,1,0
60173,51430,445,0,0,drop,70,70,0,1,0,1,0
60174,50788,48817,0,0,deny,66,66,0,1,0,1,0
60175,51428,445,0,0,drop,70,70,0,1,0,1,0
60176,34382,26314,0,0,deny,143,143,0,1,0,1,0
60177,51244,16474,0,0,deny,100,100,0,1,0,1,0
60178,59584,36237,0,0,deny,66,66,0,1,0,1,0
60179,51244,21162,0,0,deny,100,100,0,1,0,1,0
60180,58597,35440,0,0,deny,62,62,0,1,0,1,0
60181,51244,29517,0,0,deny,100,100,0,1,0,1,0
60182,51244,52290,0,0,deny,100,100,0,1,0,1,0
60183,36656,64147,0,0,deny,62,62,0,1,0,1,0
60184,51244,14984,0,0,deny,100,100,0,1,0,1,0
60185,30114,65151,0,0,deny,60,60,0,1,0,1,0
60186,51859,445,0,0,drop,66,66,0,1,0,1,0
60187,51244,59353,0,0,deny,100,100,0,1,0,1,0
60188,51244,57099,0,0,deny,100,100,0,1,0,1,0
60189,56439,445,0,0,drop,70,70,0,1,0,1,0
60190,36339,50584,0,0,deny,62,62,0,1,0,1,0
60191,19570,50584,0,0,deny,66,66,0,1,0,1,0
60192,1025,40108,0,0,deny,146,146,0,1,0,1,0
60193,52802,56205,0,0,deny,66,66,0,1,0,1,0
60194,60292,7129,0,0,deny,62,62,0,1,0,1,0
60195,9659,81,0,0,deny,60,60,0,1,0,1,0
60196,51856,445,0,0,drop,66,66,0,1,0,1,0
60197,51421,445,0,0,drop,70,70,0,1,0,1,0
60198,27328,21247,0,0,deny,62,62,0,1,0,1,0
60199,51419,445,0,0,drop,70,70,0,1,0,1,0
60200,54071,50265,0,0,deny,62,62,0,1,0,1,0
60201,51848,445,0,0,drop,66,66,0,1,0,1,0
60202,42128,54532,0,0,deny,60,60,0,1,0,1,0
60203,51418,445,0,0,drop,70,70,0,1,0,1,0
60204,51840,445,0,0,drop,66,66,0,1,0,1,0
60205,51417,445,0,0,drop,70,70,0,1,0,1,0
60206,51416,445,0,0,drop,70,70,0,1,0,1,0
60207,51411,445,0,0,drop,70,70,0,1,0,1,0
60208,54631,44847,0,0,deny,74,74,0,1,0,1,0
60209,62780,35440,0,0,deny,66,66,0,1,0,1,0
60210,11458,2767,0,0,deny,66,66,0,1,0,1,0
60211,51398,445,0,0,drop,70,70,0,1,0,1,0
60212,51397,445,0,0,drop,70,70,0,1,0,1,0
60213,51391,445,0,0,drop,70,70,0,1,0,1,0
60214,27442,44847,0,0,deny,62,62,0,1,0,1,0
60215,26802,50584,0,0,deny,146,146,0,1,0,1,0
60216,47173,35440,0,0,deny,62,62,0,1,0,1,0
60217,51388,445,0,0,drop,70,70,0,1,0,1,0
60218,51387,445,0,0,drop,70,70,0,1,0,1,0
60219,26406,37965,0,0,deny,66,66,0,1,0,1,0
60220,56430,445,0,0,drop,70,70,0,1,0,1,0
60221,56428,445,0,0,drop,70,70,0,1,0,1,0
60222,56427,445,0,0,drop,70,70,0,1,0,1,0
60223,51832,445,0,0,drop,66,66,0,1,0,1,0
60224,51833,445,0,0,drop,66,66,0,1,0,1,0
60225,51834,445,0,0,drop,66,66,0,1,0,1,0
60226,51831,445,0,0,drop,66,66,0,1,0,1,0
60227,51827,445,0,0,drop,66,66,0,1,0,1,0
60228,51829,445,0,0,drop,66,66,0,1,0,1,0
60229,51828,445,0,0,drop,66,66,0,1,0,1,0
60230,51826,445,0,0,drop,66,66,0,1,0,1,0
60231,53475,3389,0,0,deny,66,66,0,1,0,1,0
60232,22683,39210,0,0,deny,60,60,0,1,0,1,0
60233,30443,44847,0,0,deny,62,62,0,1,0,1,0
60234,14615,57866,0,0,deny,66,66,0,1,0,1,0
60235,443,12105,0,0,deny,66,66,0,1,0,1,0
60236,65501,57470,0,0,deny,72,72,0,1,0,1,0
60237,62787,51221,0,0,deny,66,66,0,1,0,1,0
60238,53211,22114,0,0,deny,66,66,0,1,0,1,0
60239,6676,63836,0,0,deny,145,145,0,1,0,1,0
60240,58977,37965,0,0,deny,66,66,0,1,0,1,0
60241,51376,445,0,0,drop,70,70,0,1,0,1,0
60242,53745,443,56954,443,allow,499,425,74,4,0,3,1
60243,53744,443,46972,443,allow,499,425,74,4,0,3,1
60244,7444,57470,0,0,deny,66,66,0,1,0,1,0
60245,7222,57470,0,0,deny,62,62,0,1,0,1,0
60246,6895,57354,0,0,deny,148,148,0,1,0,1,0
60247,56422,445,0,0,drop,70,70,0,1,0,1,0
60248,56417,445,0,0,drop,70,70,0,1,0,1,0
60249,56412,445,0,0,drop,70,70,0,1,0,1,0
60250,58748,80,58748,80,allow,6516,564,5952,16,25,7,9
60251,14082,50584,0,0,deny,66,66,0,1,0,1,0
60252,44258,25,0,0,deny,74,74,0,1,0,1,0
60253,51814,445,0,0,drop,66,66,0,1,0,1,0
60254,51813,445,0,0,drop,66,66,0,1,0,1,0
60255,51812,445,0,0,drop,66,66,0,1,0,1,0
60256,19858,64147,0,0,deny,62,62,0,1,0,1,0
60257,56410,445,0,0,drop,70,70,0,1,0,1,0
60258,33822,57470,0,0,deny,66,66,0,1,0,1,0
60259,7301,14914,0,0,deny,157,157,0,1,0,1,0
60260,51372,445,0,0,drop,70,70,0,1,0,1,0
60261,56407,445,0,0,drop,70,70,0,1,0,1,0
60262,56406,445,0,0,drop,70,70,0,1,0,1,0
60263,56403,445,0,0,drop,70,70,0,1,0,1,0
60264,56395,445,0,0,drop,70,70,0,1,0,1,0
60265,33289,50584,0,0,deny,62,62,0,1,0,1,0
60266,48676,53395,0,0,deny,60,60,0,1,0,1,0
60267,51361,445,0,0,drop,70,70,0,1,0,1,0
60268,51363,445,0,0,drop,70,70,0,1,0,1,0
60269,56778,35440,0,0,deny,66,66,0,1,0,1,0
60270,51359,445,0,0,drop,70,70,0,1,0,1,0
60271,51358,445,0,0,drop,70,70,0,1,0,1,0
60272,8999,57470,0,0,deny,146,146,0,1,0,1,0
60273,51355,445,0,0,drop,70,70,0,1,0,1,0
60274,20961,35440,0,0,deny,62,62,0,1,0,1,0
60275,51074,80,51074,80,allow,168467,7348,161119,184,8,67,117
60276,61241,22114,0,0,deny,66,66,0,1,0,1,0
60277,54684,37965,0,0,deny,62,62,0,1,0,1,0
60278,56453,37965,0,0,deny,66,66,0,1,0,1,0
60279,6889,24748,0,0,deny,143,143,0,1,0,1,0
60280,59156,50584,0,0,deny,66,66,0,1,0,1,0
60281,60894,50584,0,0,deny,62,62,0,1,0,1,0
60282,56390,445,0,0,drop,70,70,0,1,0,1,0
60283,56385,445,0,0,drop,70,70,0,1,0,1,0
60284,56383,445,0,0,drop,70,70,0,1,0,1,0
60285,51350,445,0,0,drop,70,70,0,1,0,1,0
60286,18291,37807,0,0,deny,146,146,0,1,0,1,0
60287,46349,51505,0,0,deny,74,74,0,1,0,1,0
60288,0,0,0,0,allow,480,244,236,4,0,2,2
60289,3225,64147,0,0,deny,66,66,0,1,0,1,0
60290,16221,50584,0,0,deny,62,62,0,1,0,1,0
60291,51342,445,0,0,drop,70,70,0,1,0,1,0
60292,51340,445,0,0,drop,70,70,0,1,0,1,0
60293,51788,445,0,0,drop,66,66,0,1,0,1,0
60294,56380,445,0,0,drop,70,70,0,1,0,1,0
60295,16387,26193,0,0,deny,60,60,0,1,0,1,0
60296,1027,44847,0,0,deny,62,62,0,1,0,1,0
60297,50355,43890,0,0,deny,66,66,0,1,0,1,0
60298,16387,35308,0,0,deny,60,60,0,1,0,1,0
60299,16387,56995,0,0,deny,60,60,0,1,0,1,0
60300,6712,123,0,0,deny,90,90,0,1,0,1,0
60301,16524,22114,0,0,deny,62,62,0,1,0,1,0
60302,61524,23,0,0,deny,60,60,0,1,0,1,0
60303,51335,445,0,0,drop,70,70,0,1,0,1,0
60304,51334,445,0,0,drop,70,70,0,1,0,1,0
60305,5379,37965,0,0,deny,66,66,0,1,0,1,0
60306,38926,37965,0,0,deny,62,62,0,1,0,1,0
60307,1811,35440,0,0,deny,62,62,0,1,0,1,0
60308,1024,64147,0,0,deny,109,109,0,1,0,1,0
60309,51783,445,0,0,drop,66,66,0,1,0,1,0
60310,1284,50584,0,0,deny,66,66,0,1,0,1,0
60311,35269,61903,0,0,deny,145,145,0,1,0,1,0
60312,28584,37965,0,0,deny,62,62,0,1,0,1,0
60313,20844,64147,0,0,deny,66,66,0,1,0,1,0
60314,64788,43890,0,0,deny,66,66,0,1,0,1,0
60315,51782,445,0,0,drop,66,66,0,1,0,1,0
60316,51330,445,0,0,drop,70,70,0,1,0,1,0
60317,56368,445,0,0,drop,70,70,0,1,0,1,0
60318,13188,35440,0,0,deny,62,62,0,1,0,1,0
60319,56364,445,0,0,drop,70,70,0,1,0,1,0
60320,56361,445,0,0,drop,70,70,0,1,0,1,0
60321,56360,445,0,0,drop,70,70,0,1,0,1,0
60322,51329,445,0,0,drop,70,70,0,1,0,1,0
60323,51781,445,0,0,drop,66,66,0,1,0,1,0
60324,45941,23388,0,0,deny,60,60,0,1,0,1,0
60325,45941,23388,0,0,deny,60,60,0,1,0,1,0
60326,59523,37965,0,0,deny,62,62,0,1,0,1,0
60327,49516,35894,0,0,deny,62,62,0,1,0,1,0
60328,63433,57866,0,0,deny,62,62,0,1,0,1,0
60329,55618,56205,0,0,deny,62,62,0,1,0,1,0
60330,56354,445,0,0,drop,70,70,0,1,0,1,0
60331,56352,445,0,0,drop,70,70,0,1,0,1,0
60332,56351,445,0,0,drop,70,70,0,1,0,1,0
60333,56348,445,0,0,drop,70,70,0,1,0,1,0
60334,51324,445,0,0,drop,70,70,0,1,0,1,0
60335,57750,37965,0,0,deny,146,146,0,1,0,1,0
60336,39475,443,29487,443,allow,3310,2291,1019,17,16,10,7
60337,33968,443,15691,443,allow,10073,4379,5694,33,42,17,16
60338,50306,443,54494,443,allow,9889,2800,7089,28,82,17,11
60339,63750,63343,38388,63343,allow,66,66,0,2,8,2,0
60340,51731,39392,29228,39392,allow,66,66,0,1,5,1,0
60341,59738,443,4655,443,allow,510,164,346,2,31,1,1
60342,57849,443,35072,443,allow,11893,6064,5829,29,92,15,14
60343,39473,443,25041,443,allow,11226,3340,7886,28,16,16,12
60344,43071,80,63845,80,allow,808,480,328,13,158,9,4
60345,50696,80,3909,80,allow,55872,28838,27034,234,175,117,117
60346,47932,443,21603,443,allow,9467,2741,6726,24,20,15,9
60347,61622,80,61622,80,allow,48702,2799,45903,74,110,38,36
60348,38283,443,38283,443,allow,6981,948,6033,17,54,10,7
60349,50574,80,53098,80,allow,2734,1250,1484,16,15,10,6
60350,60391,47212,53433,47212,allow,258,70,188,4,8,2,2
60351,38085,443,1147,443,allow,78,78,0,1,5,1,0
60352,56964,53,45347,53,allow,267,87,180,4,54,2,2
60353,49465,443,57765,443,allow,11184,6821,4363,27,53,14,13
60354,123,123,62754,123,allow,184,94,90,2,30,1,1
60355,50692,80,35406,80,allow,57678,29714,27964,241,175,120,121
60356,52452,80,35444,80,allow,5582,591,4991,14,75,7,7
60357,50693,80,37544,80,allow,56849,29352,27497,239,175,120,119
60358,39477,443,24151,443,allow,3655,2308,1347,18,15,10,8
60359,60392,1134,52281,1134,allow,70,70,0,2,8,2,0
60360,61836,443,61836,443,allow,132180,4407,127773,146,75,51,95
60361,64530,53,55254,53,allow,261,87,174,4,45,2,2
60362,49523,53,10736,53,allow,728,96,632,2,30,1,1
60363,50695,80,60576,80,allow,58726,30286,28440,246,175,123,123
60364,56559,443,41687,443,allow,2723,1564,1159,15,17,9,6
60365,23317,443,22656,443,allow,2227,1018,1209,17,15,8,9
60366,57470,44224,31554,44224,allow,480,149,331,2,1200,1,1
60367,52454,80,19961,80,allow,2425,529,1896,11,75,6,5
60368,52065,80,16889,80,allow,81670,2359,79311,89,621,30,59
60369,50685,80,30111,80,allow,60374,30984,29390,250,175,123,127
60370,53112,29258,11040,29258,allow,70,70,0,2,8,2,0
60371,49171,443,1136,443,allow,15437,8368,7069,40,361,19,21
60372,51946,443,31314,443,allow,2666,1542,1124,17,17,9,8
60373,62111,443,62044,443,allow,3262,256,3006,9,121,4,5
60374,51749,1408,51950,1408,allow,70,70,0,1,5,1,0
60375,59737,53,18837,53,allow,382,164,218,2,31,1,1
60376,61340,443,7462,443,allow,31549,6352,25197,64,206,26,38
60377,56923,53,49262,53,allow,711,87,624,2,30,1,1
60378,56772,61424,18304,61424,allow,70,70,0,2,8,2,0
60379,39871,53,52816,53,allow,198,93,105,2,31,1,1
60380,30960,45683,56128,45683,allow,330,330,0,6,3609,6,0
60381,30960,45670,41313,45670,allow,462,462,0,8,3632,8,0
60382,61030,443,16792,443,allow,109010,37307,71703,152,895,62,90
60383,21365,23718,0,0,deny,62,62,0,1,0,1,0
60384,51773,445,0,0,drop,66,66,0,1,0,1,0
60385,51769,445,0,0,drop,66,66,0,1,0,1,0
60386,51768,445,0,0,drop,66,66,0,1,0,1,0
60387,51764,445,0,0,drop,66,66,0,1,0,1,0
60388,52514,23,0,0,deny,60,60,0,1,0,1,0
60389,28914,26296,0,0,deny,159,159,0,1,0,1,0
60390,51763,445,0,0,drop,66,66,0,1,0,1,0
60391,51762,445,0,0,drop,66,66,0,1,0,1,0
60392,51761,445,0,0,drop,66,66,0,1,0,1,0
60393,46495,4607,0,0,deny,60,60,0,1,0,1,0
60394,1182,23,0,0,deny,60,60,0,1,0,1,0
60395,61693,443,50704,443,allow,12203,3519,8684,65,18,35,30
60396,50689,80,10754,80,allow,54757,28216,26541,229,175,114,115
60397,50697,80,44763,80,allow,54775,28230,26545,230,175,115,115
60398,50582,80,62835,80,allow,53959,2683,51276,69,16,30,39
60399,31871,53,40960,53,allow,209,86,123,2,29,1,1
60400,64375,53,1918,53,allow,228,110,118,2,29,1,1
60401,57305,53,63466,53,allow,177,94,83,2,30,1,1
60402,55054,443,7526,443,allow,6903,1481,5422,33,612,12,21
60403,43214,443,49896,443,allow,1563663,41030,1522633,1538,40,479,1059
60404,56734,45086,42195,45086,allow,1640,460,1180,8,30,4,4
60405,50909,80,20271,80,allow,12826704,145724,12680980,10558,133,2024,8534
60406,50902,80,26223,80,allow,12578792,132594,12446198,10198,133,1845,8353
60407,52453,443,8871,443,allow,6650,950,5700,18,75,9,9
60408,51733,30688,11073,30688,allow,70,70,0,1,4,1,0
60409,53539,6881,61115,6881,allow,492,306,186,8,14,5,3
60410,42922,80,60551,80,allow,78,78,0,1,4,1,0
60411,52210,443,33908,443,allow,6294,1716,4578,27,23,16,11
60412,51604,443,37096,443,allow,7086,2173,4913,20,16,10,10
60413,57747,80,27520,80,allow,2754,1602,1152,17,22,9,8
60414,34760,443,55387,443,allow,70,70,0,1,4,1,0
60415,39948,5223,55367,5223,allow,5551,1338,4213,28,1323,11,17
60416,64882,53,49587,53,allow,279,126,153,2,30,1,1
60417,57470,8100,10100,8100,allow,3281,894,2387,14,1200,7,7
60418,49848,53,60109,53,allow,260,102,158,2,30,1,1
60419,60380,55125,31447,55125,allow,70,70,0,1,5,1,0
60420,60382,62582,16978,62582,allow,70,70,0,1,5,1,0
60421,51266,16103,3760,16103,allow,70,70,0,2,8,2,0
60422,60062,53,61702,53,allow,168,78,90,2,30,1,1
60423,38321,80,40490,80,allow,543,469,74,6,16,5,1
60424,64530,53,18888,53,allow,261,87,174,4,45,2,2
60425,64573,53,58393,53,allow,558,104,454,4,49,2,2
60426,60385,59696,6029,59696,allow,70,70,0,1,5,1,0
60427,43215,443,55751,443,allow,3245691,49693,3195998,2856,38,666,2190
60428,59016,443,23931,443,allow,12676,4222,8454,36,87,20,16
60429,50501,123,36469,123,allow,184,94,90,2,30,1,1
60430,49621,443,55607,443,allow,46983,4167,42816,66,44,28,38
60431,57305,53,33562,53,allow,177,94,83,2,30,1,1
60432,60895,443,6009,443,allow,9387,2961,6426,38,18,23,15
60433,9129,53,56648,53,allow,205,86,119,2,30,1,1
60434,59739,443,20531,443,allow,304,86,218,2,30,1,1
60435,12433,53,7842,53,allow,208,86,122,2,30,1,1
60436,55339,443,4853,443,allow,2552065,30474,2521591,2074,129,236,1838
60437,23560,53,25867,53,allow,219,86,133,2,30,1,1
60438,60381,26312,40513,26312,allow,70,70,0,1,5,1,0
60439,51734,59825,48074,59825,allow,70,70,0,1,5,1,0
60440,51582,443,29660,443,allow,9080,2186,6894,27,108,14,13
60441,62947,53,18275,53,allow,213,86,127,2,30,1,1
60442,55596,53,49236,53,allow,177,94,83,2,30,1,1
60443,51233,443,5696,443,allow,9925,2939,6986,30,46,17,13
60444,39640,53,64225,53,allow,168,78,90,2,30,1,1
60445,15503,42638,40530,42638,allow,1367,664,703,16,1200,9,7
