t_id,SourcePort,Destination Port,NATSourcePort,NATDestinationPort,Action,Bytes,BytesSent,BytesReceived,Packets,ElapsedTime,pkts_sent,pkts_received
20873,62330,445,0,0,drop,70,70,0,1,0,1,0
20874,30598,37965,0,0,deny,62,62,0,1,0,1,0
20875,62525,445,0,0,drop,66,66,0,1,0,1,0
20876,50927,44847,0,0,deny,146,146,0,1,0,1,0
20877,48019,22114,0,0,deny,66,66,0,1,0,1,0
20878,61017,64147,0,0,deny,66,66,0,1,0,1,0
20879,1733,65448,0,0,deny,66,66,0,1,0,1,0
20880,42238,25174,0,0,deny,66,66,0,1,0,1,0
20881,55629,42873,0,0,deny,74,74,0,1,0,1,0
20882,42034,28189,0,0,deny,62,62,0,1,0,1,0
20883,47513,23,0,0,deny,60,60,0,1,0,1,0
20884,62792,53,0,0,deny,88,88,0,1,0,1,0
20885,10273,21247,0,0,deny,66,66,0,1,0,1,0
20886,62518,445,0,0,drop,66,66,0,1,0,1,0
20887,27144,25174,0,0,deny,66,66,0,1,0,1,0
20888,50742,445,0,0,drop,70,70,0,1,0,1,0
20889,62319,445,0,0,drop,70,70,0,1,0,1,0
20890,55045,443,26442,443,allow,5541,2778,2763,24,15,14,10
20891,14597,53,14597,53,allow,404,259,145,3,32,2,1
20892,39704,53,39704,53,allow,398,255,143,3,33,2,1
20893,45844,443,26065,443,allow,44232,11223,33009,97,460,50,47
20894,63999,53,43877,53,allow,186,95,91,2,30,1,1
20895,64985,53,36411,53,allow,192,98,94,2,30,1,1
20896,53917,80,62681,80,allow,1829,755,1074,10,15,6,4
20897,48908,53,48908,53,allow,398,255,143,3,32,2,1
20898,42488,53,42488,53,allow,235,90,145,2,32,1,1
20899,46025,80,38311,80,allow,5037,1911,3126,18,86,10,8
20900,49705,22,49705,22,allow,1108,66,1042,3,15,2,1
20901,26842,443,13375,443,allow,7219,2522,4697,21,20,10,11
20902,51964,443,11131,443,allow,5363,2713,2650,26,53,14,12
20903,58703,443,1950,443,allow,15202,6356,8846,40,119,22,18
20904,55325,53,48577,53,allow,198,101,97,2,30,1,1
20905,49182,53,44027,53,allow,198,101,97,2,30,1,1
20906,49595,53,17154,53,allow,176,90,86,2,30,1,1
20907,57705,443,65472,443,allow,7915,1994,5921,31,270,15,16
20908,55262,443,33483,443,allow,28633618,753499,27880119,30116,102,8846,21270
20909,50381,443,49531,443,allow,316,136,180,6,6,3,3
20910,60463,6890,27604,6890,allow,70,70,0,1,5,1,0
20911,49317,53,41699,53,allow,168,78,90,2,30,1,1
20912,65026,53,32654,53,allow,186,95,91,2,30,1,1
20913,49171,443,58850,443,allow,13649,6228,7421,28,30,15,13
20914,64444,53,59792,53,allow,93,93,0,1,30,1,0
20915,58971,443,47268,443,allow,2702,1593,1109,21,23,11,10
20916,64947,53,18048,53,allow,275,96,179,4,41,2,2
20917,48020,53,48020,53,allow,404,259,145,3,33,2,1
20918,29047,80,29047,80,allow,10148,1458,8690,23,25,11,12
20919,62964,53,62964,53,allow,404,259,145,3,33,2,1
20920,59420,443,36806,443,allow,7913,5787,2126,28,316,14,14
20921,46028,80,31228,80,allow,1176793,65077,1111716,1528,85,788,740
20922,49165,53,64334,53,allow,780,104,676,2,30,1,1
20923,45116,80,45116,80,allow,24787,1571,23216,40,21,20,20
20924,64790,53,58871,53,allow,88,88,0,1,30,1,0
20925,58878,443,22672,443,allow,25575,16682,8893,57,21,31,26
20926,46029,80,61068,80,allow,111564,6775,104789,160,85,86,74
20927,50370,443,23415,443,allow,316,136,180,6,6,3,3
20928,18686,53,18686,53,allow,235,90,145,2,32,1,1
20929,39861,80,23505,80,allow,1056,682,374,10,15,6,4
20930,19116,53,19116,53,allow,398,255,143,3,33,2,1
20931,51638,80,49602,80,allow,19232,1830,17402,35,49,19,16
20932,2402,7000,2402,7000,allow,1236,676,560,13,22,7,6
20933,57089,443,54231,443,allow,5574,999,4575,21,256,11,10
20934,55044,443,54771,443,allow,5549,2777,2772,24,16,14,10
20935,56423,443,49453,443,allow,6294,1494,4800,22,17,11,11
20936,54958,443,14997,443,allow,6578,1571,5007,24,17,13,11
20937,56410,53,65347,53,allow,757,98,659,2,30,1,1
20938,49776,53,56083,53,allow,180,92,88,2,30,1,1
20939,32346,53,32346,53,allow,200,90,110,2,30,1,1
20940,30834,53,30834,53,allow,194,87,107,2,30,1,1
20941,49558,53,30601,53,allow,184,94,90,2,30,1,1
20942,56433,53,16233,53,allow,204,104,100,2,30,1,1
20943,18194,53,18194,53,allow,225,87,138,2,31,1,1
20944,30960,45756,31120,45756,allow,396,396,0,7,3616,7,0
20945,56604,443,22617,443,allow,2904,662,2242,13,135,6,7
20946,40204,40007,54780,40007,allow,140,78,62,2,31,1,1
20947,65487,53,62751,53,allow,204,104,100,2,31,1,1
20948,56327,53,49632,53,allow,172,88,84,2,31,1,1
20949,64034,53,21913,53,allow,188,96,92,2,31,1,1
20950,27005,27015,63024,27015,allow,897,126,771,2,31,1,1
20951,49380,53,50592,53,allow,377,110,267,2,31,1,1
20952,5588,5588,0,0,allow,3354,1792,1562,46,195,23,23
20953,14721,53,14721,53,allow,217,87,130,2,31,1,1
20954,27005,27016,61455,27016,allow,881,126,755,2,31,1,1
20955,27233,53,27233,53,allow,213,87,126,2,31,1,1
20956,56927,53,19352,53,allow,182,93,89,2,31,1,1
20957,49916,53,52400,53,allow,395,111,284,2,31,1,1
20958,55693,53,60577,53,allow,748,95,653,2,31,1,1
20959,27005,27018,40028,27018,allow,891,126,765,2,31,1,1
20960,49969,53,49918,53,allow,198,101,97,2,31,1,1
20961,64290,53,55058,53,allow,192,98,94,2,31,1,1
20962,53822,25174,0,0,deny,66,66,0,1,0,1,0
20963,63888,57470,0,0,deny,62,62,0,1,0,1,0
20964,58228,53733,0,0,deny,66,66,0,1,0,1,0
20965,55732,5900,0,0,deny,60,60,0,1,0,1,0
20966,62516,445,0,0,drop,66,66,0,1,0,1,0
20967,20706,37965,0,0,deny,62,62,0,1,0,1,0
20968,6666,16010,0,0,deny,60,60,0,1,0,1,0
20969,20576,37965,0,0,deny,62,62,0,1,0,1,0
20970,7222,57470,0,0,deny,62,62,0,1,0,1,0
20971,62580,25174,0,0,deny,62,62,0,1,0,1,0
20972,27063,25174,0,0,deny,62,62,0,1,0,1,0
20973,51298,57470,0,0,deny,66,66,0,1,0,1,0
20974,31404,46232,0,0,deny,100,100,0,1,0,1,0
20975,47357,50584,0,0,deny,66,66,0,1,0,1,0
20976,10072,25174,0,0,deny,62,62,0,1,0,1,0
20977,60721,22114,0,0,deny,66,66,0,1,0,1,0
20978,62315,445,0,0,drop,70,70,0,1,0,1,0
20979,62509,445,0,0,drop,66,66,0,1,0,1,0
20980,51600,443,3011,443,allow,12552,2564,9988,29,16,17,12
20981,62716,2323,0,0,deny,60,60,0,1,0,1,0
20982,1882,43890,0,0,deny,62,62,0,1,0,1,0
20983,62506,445,0,0,drop,66,66,0,1,0,1,0
20984,57655,56205,0,0,deny,66,66,0,1,0,1,0
20985,62424,37965,0,0,deny,62,62,0,1,0,1,0
20986,31404,52955,0,0,deny,100,100,0,1,0,1,0
20987,50956,25174,0,0,deny,146,146,0,1,0,1,0
20988,62306,445,0,0,drop,70,70,0,1,0,1,0
20989,62303,445,0,0,drop,70,70,0,1,0,1,0
20990,62305,445,0,0,drop,70,70,0,1,0,1,0
20991,31404,12082,0,0,deny,100,100,0,1,0,1,0
20992,31404,36778,0,0,deny,100,100,0,1,0,1,0
20993,31404,59961,0,0,deny,100,100,0,1,0,1,0
20994,31404,36841,0,0,deny,100,100,0,1,0,1,0
20995,62301,445,0,0,drop,70,70,0,1,0,1,0
20996,49417,38558,0,0,deny,66,66,0,1,0,1,0
20997,62299,445,0,0,drop,70,70,0,1,0,1,0
20998,50126,23117,0,0,deny,66,66,0,1,0,1,0
20999,62796,37807,0,0,deny,66,66,0,1,0,1,0
21000,49931,25174,0,0,deny,66,66,0,1,0,1,0
21001,50211,51050,0,0,deny,62,62,0,1,0,1,0
21002,59192,25174,0,0,deny,66,66,0,1,0,1,0
21003,45908,33330,0,0,deny,60,60,0,1,0,1,0
21004,64035,25174,0,0,deny,62,62,0,1,0,1,0
21005,2090,50265,0,0,deny,145,145,0,1,0,1,0
21006,50735,445,0,0,drop,70,70,0,1,0,1,0
21007,50732,445,0,0,drop,70,70,0,1,0,1,0
21008,50730,445,0,0,drop,70,70,0,1,0,1,0
21009,62488,445,0,0,drop,66,66,0,1,0,1,0
21010,55008,21247,0,0,deny,62,62,0,1,0,1,0
21011,54280,3398,0,0,deny,60,60,0,1,0,1,0
21012,62492,445,0,0,drop,66,66,0,1,0,1,0
21013,62493,445,0,0,drop,66,66,0,1,0,1,0
21014,62491,445,0,0,drop,66,66,0,1,0,1,0
21015,62486,445,0,0,drop,66,66,0,1,0,1,0
21016,62489,445,0,0,drop,66,66,0,1,0,1,0
21017,62487,445,0,0,drop,66,66,0,1,0,1,0
21018,62485,445,0,0,drop,66,66,0,1,0,1,0
21019,10949,22114,0,0,deny,146,146,0,1,0,1,0
21020,60075,41705,0,0,deny,66,66,0,1,0,1,0
21021,33761,25174,0,0,deny,62,62,0,1,0,1,0
21022,62292,445,0,0,drop,70,70,0,1,0,1,0
21023,44903,80,37166,80,allow,918,461,457,9,16,6,3
21024,32975,443,44703,443,allow,4648,1885,2763,20,95,10,10
21025,55384,53,51117,53,allow,194,102,92,2,30,1,1
21026,57252,53,26443,53,allow,229,102,127,2,30,1,1
21027,57558,443,4202,443,allow,42986,7555,35431,69,125,29,40
21028,51295,80,40456,80,allow,6702,5879,823,19,135,10,9
21029,44911,80,9577,80,allow,1492,1050,442,7,15,5,2
21030,49590,80,22848,80,allow,314,128,186,6,26,3,3
21031,43016,53,43016,53,allow,235,90,145,2,32,1,1
21032,64672,53,41499,53,allow,576,195,381,6,51,3,3
21033,65220,53,7032,53,allow,371,97,274,4,53,2,2
21034,49182,53,41433,53,allow,199,102,97,2,29,1,1
21035,49776,53,43757,53,allow,182,94,88,2,29,1,1
21036,49558,53,61450,53,allow,184,94,90,2,29,1,1
21037,64053,53,32861,53,allow,276,94,182,4,54,2,2
21038,49947,53,36871,53,allow,264,102,162,2,30,1,1
21039,49166,443,48248,443,allow,9022,1416,7606,25,31,11,14
21040,47873,443,44942,443,allow,12813,5036,7777,40,383,20,20
21041,47191,443,13970,443,allow,8756,2298,6458,39,314,18,21
21042,52053,34411,20997,34411,allow,70,70,0,2,7,2,0
21043,50362,80,15549,80,allow,3907,880,3027,11,15,5,6
21044,36628,80,36628,80,allow,5529,713,4816,15,15,8,7
21045,53465,443,55749,443,allow,3166,2245,921,15,15,8,7
21046,43683,443,23640,443,allow,6941,1551,5390,25,200,12,13
21047,58068,443,17873,443,allow,543,303,240,8,5,4,4
21048,49320,53,42245,53,allow,331,90,241,4,38,2,2
21049,55325,53,47399,53,allow,199,102,97,2,29,1,1
21050,56625,53,48390,53,allow,193,102,91,2,29,1,1
21051,55152,53,21399,53,allow,180,94,86,2,29,1,1
21052,65505,53,17210,53,allow,166,86,80,2,29,1,1
21053,49233,53,56407,53,allow,196,102,94,2,29,1,1
21054,64520,53,16253,53,allow,198,102,96,2,29,1,1
21055,64790,53,41901,53,allow,178,94,84,2,29,1,1
21056,55236,53,27697,53,allow,196,102,94,2,29,1,1
21057,65026,53,34108,53,allow,193,102,91,2,29,1,1
21058,64011,53,28636,53,allow,288,94,194,2,29,1,1
21059,65376,53,47204,53,allow,184,94,90,2,29,1,1
21060,64567,53,8117,53,allow,193,102,91,2,29,1,1
21061,65167,53,26450,53,allow,212,102,110,2,29,1,1
21062,50535,53,14934,53,allow,210,110,100,2,29,1,1
21063,55236,53,12241,53,allow,819,102,717,2,29,1,1
21064,65376,53,8405,53,allow,184,94,90,2,30,1,1
21065,60874,443,9716,443,allow,4479,788,3691,17,25,9,8
21066,61491,443,56385,443,allow,5628,1716,3912,26,109,16,10
21067,53253,443,36100,443,allow,8662,1469,7193,28,66,15,13
21068,64833,53,62978,53,allow,167,86,81,2,30,1,1
21069,27005,27018,61540,27018,allow,881,126,755,2,30,1,1
21070,49595,53,9542,53,allow,180,94,86,2,30,1,1
21071,63992,53,39861,53,allow,199,102,97,2,30,1,1
21072,49489,53,23234,53,allow,241,118,123,2,30,1,1
21073,57536,443,25705,443,allow,232,172,60,3,5,2,1
21074,55682,32765,50295,32765,allow,3529,1769,1760,11,15,6,5
21075,59999,443,10266,443,allow,1571,660,911,13,18,7,6
21076,53263,443,23949,443,allow,11175,1078,10097,25,41,11,14
21077,55054,80,54288,80,allow,67750,4451,63299,78,60,32,46
21078,49182,53,13161,53,allow,199,102,97,2,30,1,1
21079,55684,80,48603,80,allow,70,70,0,1,5,1,0
21080,27005,27016,10139,27016,allow,887,126,761,2,30,1,1
21081,49534,53,17481,53,allow,315,84,231,4,40,2,2
21082,64312,53,41455,53,allow,225,110,115,2,30,1,1
21083,59996,443,60855,443,allow,1641,730,911,14,18,8,6
21084,52094,443,44037,443,allow,2983,1667,1316,25,153,12,13
21085,49903,53,41942,53,allow,194,94,100,2,30,1,1
21086,44380,443,20721,443,allow,5624,2556,3068,29,80,15,14
21087,65507,53,44287,53,allow,199,102,97,2,30,1,1
21088,36575,443,29496,443,allow,412,140,272,7,25,3,4
21089,53252,443,20191,443,allow,6053,974,5079,20,66,10,10
21090,61490,443,7323,443,allow,4561,1129,3432,22,109,13,9
21091,65216,53,8359,53,allow,775,102,673,2,30,1,1
21092,49248,53,1565,53,allow,301,90,211,4,46,2,2
21093,56433,53,47561,53,allow,210,110,100,2,30,1,1
21094,35350,443,47252,443,allow,13168,2505,10663,21,121,9,12
21095,42792,443,30288,443,allow,7102,1857,5245,28,95,15,13
21096,56453,53,58094,53,allow,243,94,149,2,30,1,1
21097,19473,61397,60276,61397,allow,323,150,173,2,1200,1,1
21098,17860,53,17860,53,allow,216,90,126,2,30,1,1
21099,51221,41939,7547,41939,allow,3917,1584,2333,50,3325,25,25
21100,51388,443,13575,443,allow,6703,3312,3391,31,145,14,17
21101,42568,443,34410,443,allow,8049,2043,6006,23,360,11,12
21102,65121,443,49060,443,allow,11416,4745,6671,45,256,22,23
21103,53035,80,53035,80,allow,373926,8227,365699,379,143,130,249
21104,49835,443,51050,443,allow,8754,2616,6138,34,96,19,15
21105,56288,53,63412,53,allow,210,110,100,2,30,1,1
21106,63992,53,62838,53,allow,199,102,97,2,30,1,1
21107,27005,27015,24846,27015,allow,878,126,752,2,30,1,1
21108,57514,53,51498,53,allow,168,78,90,2,30,1,1
21109,50359,80,14465,80,allow,1770,961,809,10,15,5,5
21110,60000,443,63999,443,allow,1641,730,911,14,18,8,6
21111,50857,3389,50857,3389,allow,3613,1594,2019,19,18,10,9
21112,63988,53,50282,53,allow,559,193,366,6,67,3,3
21113,56288,53,18039,53,allow,210,110,100,2,30,1,1
21114,64833,53,29927,53,allow,167,86,81,2,30,1,1
21115,27005,27016,36126,27016,allow,883,126,757,2,30,1,1
21116,44119,53,25337,53,allow,168,78,90,2,30,1,1
21117,65507,53,53628,53,allow,199,102,97,2,30,1,1
21118,49595,53,47380,53,allow,180,94,86,2,30,1,1
21119,65133,53,1707,53,allow,339,100,239,4,51,2,2
21120,37663,80,36231,80,allow,974,481,493,8,15,5,3
21121,57904,80,60274,80,allow,6453,1210,5243,14,23,8,6
21122,53153,17639,25846,17639,allow,698,320,378,10,18,6,4
21123,48440,443,28168,443,allow,6945,1551,5394,25,200,12,13
21124,44907,80,29624,80,allow,1514,962,552,7,16,5,2
21125,50391,80,25680,80,allow,2837,582,2255,12,17,7,5
21126,51950,80,61236,80,allow,3648,1775,1873,13,26,7,6
21127,49589,80,33481,80,allow,314,128,186,6,26,3,3
21128,46773,443,61841,443,allow,10812,3429,7383,39,315,20,19
21129,53851,23650,26484,23650,allow,320,140,180,6,5,3,3
21130,64947,53,23514,53,allow,275,96,179,4,41,2,2
21131,57695,443,41532,443,allow,9493,2266,7227,24,14,13,11
21132,52036,52608,31210,52608,allow,70,70,0,1,4,1,0
21133,6666,2222,6666,2222,allow,130,66,64,2,5,1,1
21134,56163,53,10376,53,allow,624,188,436,6,60,3,3
21135,43807,80,36292,80,allow,138,78,60,2,4,1,1
21136,64947,53,11296,53,allow,275,96,179,4,41,2,2
21137,59997,443,42772,443,allow,1571,660,911,13,18,7,6
21138,50357,80,43010,80,allow,764,698,66,6,15,5,1
21139,45775,443,19122,443,allow,8706,1430,7276,23,316,9,14
21140,58903,443,20018,443,allow,6033,770,5263,18,15,8,10
21141,50594,80,50594,80,allow,9937,4191,5746,27,17,13,14
21142,10014,443,17937,443,allow,3876,2012,1864,21,315,10,11
21143,49558,53,47394,53,allow,184,94,90,2,30,1,1
21144,63999,53,37511,53,allow,193,102,91,2,29,1,1
21145,49233,53,6991,53,allow,819,102,717,2,29,1,1
21146,41812,443,33083,443,allow,6617,1705,4912,24,331,11,13
21147,64780,53,50803,53,allow,193,102,91,2,29,1,1
21148,27005,27015,62179,27015,allow,889,126,763,2,30,1,1
21149,49277,53,5788,53,allow,199,86,113,2,29,1,1
21150,27005,27017,42100,27017,allow,891,126,765,2,30,1,1
21151,49570,53,16357,53,allow,196,94,102,2,29,1,1
21152,64497,53,35440,53,allow,232,110,122,2,29,1,1
21153,63991,53,55633,53,allow,193,102,91,2,29,1,1
21154,49182,53,3761,53,allow,199,102,97,2,29,1,1
21155,55325,53,5383,53,allow,199,102,97,2,30,1,1
21156,50535,53,65134,53,allow,210,110,100,2,29,1,1
21157,53261,443,44593,443,allow,5025,973,4052,19,53,10,9
21158,51939,53,4042,53,allow,222,94,128,2,30,1,1
21159,65403,53,26978,53,allow,178,94,84,2,30,1,1
21160,53258,443,7093,443,allow,5124,979,4145,19,54,10,9
21161,53249,443,44486,443,allow,11150,2012,9138,29,67,14,15
21162,65026,53,30024,53,allow,193,102,91,2,30,1,1
21163,59868,443,9732,443,allow,6869,3351,3518,22,135,11,11
21164,49942,53,17734,53,allow,741,94,647,2,30,1,1
21165,64271,53,22789,53,allow,198,94,104,2,30,1,1
21166,49290,53,29478,53,allow,184,94,90,2,30,1,1
21167,49160,6889,59737,6889,allow,834,150,684,4,1200,2,2
21168,60462,47821,9617,47821,allow,70,70,0,1,5,1,0
21169,57537,443,24448,443,allow,130,70,60,3,5,2,1
21170,27005,27017,7414,27017,allow,882,126,756,2,30,1,1
21171,63069,443,57757,443,allow,2523249,58976,2464273,2483,33,820,1663
21172,53264,443,4162,443,allow,41321,1491,39830,52,41,15,37
21173,53262,443,44480,443,allow,7608,1340,6268,27,53,13,14
21174,49762,443,52270,443,allow,7479,2226,5253,29,151,15,14
21175,49939,53,35576,53,allow,229,102,127,2,30,1,1
21176,64444,53,10743,53,allow,183,94,89,2,30,1,1
21177,55058,80,17892,80,allow,48751,3044,45707,57,60,23,34
21178,50723,80,33475,80,allow,1546,1109,437,7,15,5,2
21179,53036,80,53036,80,allow,2954,720,2234,13,143,6,7
21180,50912,443,13273,443,allow,5159,1080,4079,20,255,10,10
21181,60420,443,16410,443,allow,7330,1565,5765,20,134,10,10
21182,45885,80,47215,80,allow,23259,2769,20490,36,143,19,17
21183,56937,7150,12270,7150,allow,126,126,0,1,30,1,0
21184,27005,27015,1536,27015,allow,883,126,757,2,30,1,1
21185,53242,443,3574,443,allow,5993,974,5019,19,70,10,9
21186,56433,53,24075,53,allow,210,110,100,2,30,1,1
21187,63991,53,7605,53,allow,193,102,91,2,30,1,1
21188,65403,53,51244,53,allow,178,94,84,2,30,1,1
21189,40428,53,46586,53,allow,168,78,90,2,30,1,1
21190,56462,53,3765,53,allow,168,78,90,2,30,1,1
21191,56327,53,4067,53,allow,178,94,84,2,30,1,1
21192,61387,443,3059,443,allow,12231,6846,5385,38,160,19,19
21193,51738,7000,51738,7000,allow,3550,1983,1567,15,16,8,7
21194,63992,53,19496,53,allow,199,102,97,2,30,1,1
21195,55273,53,2212,53,allow,168,78,90,2,30,1,1
21196,64567,53,13390,53,allow,193,102,91,2,30,1,1
21197,53259,443,63565,443,allow,27501,3878,23623,57,54,24,33
21198,53243,443,50839,443,allow,242426,7999,234427,277,70,100,177
21199,48694,123,37842,123,allow,184,94,90,2,30,1,1
21200,49595,53,24473,53,allow,180,94,86,2,30,1,1
21201,64396,53,16886,53,allow,231,102,129,2,30,1,1
21202,55387,53,41194,53,allow,164,86,78,2,30,1,1
21203,64290,53,18678,53,allow,196,102,94,2,31,1,1
21204,58781,443,55654,443,allow,6133,1655,4478,12,120,5,7
21205,50038,53,4648,53,allow,281,78,203,2,31,1,1
21206,51653,443,13431,443,allow,6660,1542,5118,21,305,11,10
21207,57291,53,29680,53,allow,178,94,84,2,30,1,1
21208,65293,53,30071,53,allow,349,110,239,2,30,1,1
21209,40204,40012,25675,40012,allow,148,86,62,2,30,1,1
21210,40204,40026,38971,40026,allow,148,86,62,2,30,1,1
21211,56938,53,56411,53,allow,199,102,97,2,31,1,1
21212,49776,53,15280,53,allow,289,92,197,4,31,2,2
21213,64034,53,39969,53,allow,194,102,92,2,31,1,1
21214,55569,443,40443,443,allow,8867,3511,5356,20,120,9,11
21215,34478,443,59065,443,allow,9107,2253,6854,22,185,11,11
21216,63789,443,32462,443,allow,4407024,140001,4267023,4628,124,1546,3082
21217,52055,20019,40122,20019,allow,316,136,180,6,7,3,3
21218,53826,10168,43672,10168,allow,70,70,0,1,5,1,0
21219,63985,43081,52828,43081,allow,70,70,0,1,5,1,0
21220,52048,44059,61296,44059,allow,258,70,188,4,8,2,2
21221,52050,31648,17402,31648,allow,70,70,0,2,8,2,0
21222,45720,443,24721,443,allow,1625,1038,587,14,26,8,6
21223,44885,443,54078,443,allow,1849,1130,719,17,38,9,8
21224,34431,443,7506,443,allow,1701,1048,653,15,39,8,7
21225,48008,443,47118,443,allow,10665,3059,7606,28,17,16,12
21226,53250,443,16467,443,allow,70319,5815,64504,146,67,52,94
21227,52049,52557,35035,52557,allow,70,70,0,2,8,2,0
21228,52051,29868,56419,29868,allow,70,70,0,2,8,2,0
21229,36403,443,54491,443,allow,1149,709,440,13,39,8,5
21230,51667,443,62904,443,allow,1203,703,500,14,42,8,6
21231,54188,443,5906,443,allow,2895,1646,1249,17,16,8,9
21232,57291,53,9525,53,allow,178,94,84,2,30,1,1
21233,58509,21247,0,0,deny,66,66,0,1,0,1,0
21234,63565,22114,0,0,deny,146,146,0,1,0,1,0
21235,16387,51369,0,0,deny,60,60,0,1,0,1,0
21236,39132,44847,0,0,deny,62,62,0,1,0,1,0
21237,42231,57470,0,0,deny,78,78,0,1,0,1,0
21238,50265,23,0,0,deny,60,60,0,1,0,1,0
21239,30280,37965,0,0,deny,66,66,0,1,0,1,0
21240,50729,445,0,0,drop,70,70,0,1,0,1,0
21241,50725,445,0,0,drop,70,70,0,1,0,1,0
21242,50712,445,0,0,drop,70,70,0,1,0,1,0
21243,50714,445,0,0,drop,70,70,0,1,0,1,0
21244,62285,445,0,0,drop,70,70,0,1,0,1,0
21245,53257,37450,0,0,deny,66,66,0,1,0,1,0
21246,38134,8497,0,0,deny,143,143,0,1,0,1,0
21247,11599,25174,0,0,deny,146,146,0,1,0,1,0
21248,55136,11392,0,0,deny,62,62,0,1,0,1,0
21249,62282,445,0,0,drop,70,70,0,1,0,1,0
21250,62471,445,0,0,drop,66,66,0,1,0,1,0
21251,62473,445,0,0,drop,66,66,0,1,0,1,0
21252,62470,445,0,0,drop,66,66,0,1,0,1,0
21253,58791,25174,0,0,deny,62,62,0,1,0,1,0
21254,59451,50584,0,0,deny,62,62,0,1,0,1,0
21255,64755,31573,0,0,deny,66,66,0,1,0,1,0
21256,62278,445,0,0,drop,70,70,0,1,0,1,0
21257,63813,26467,0,0,deny,66,66,0,1,0,1,0
21258,62277,445,0,0,drop,70,70,0,1,0,1,0
21259,50711,445,0,0,drop,70,70,0,1,0,1,0
21260,50707,445,0,0,drop,70,70,0,1,0,1,0
21261,50706,445,0,0,drop,70,70,0,1,0,1,0
21262,50700,445,0,0,drop,70,70,0,1,0,1,0
21263,50197,64147,0,0,deny,62,62,0,1,0,1,0
21264,42796,22114,0,0,deny,146,146,0,1,0,1,0
21265,39086,53733,0,0,deny,146,146,0,1,0,1,0
21266,62273,445,0,0,drop,70,70,0,1,0,1,0
21267,9528,44847,0,0,deny,62,62,0,1,0,1,0
21268,43891,8497,0,0,deny,148,148,0,1,0,1,0
21269,56328,36237,0,0,deny,66,66,0,1,0,1,0
21270,2422,62507,0,0,deny,66,66,0,1,0,1,0
21271,52781,57470,0,0,deny,66,66,0,1,0,1,0
21272,50851,25864,0,0,deny,74,74,0,1,0,1,0
21273,31281,57470,0,0,deny,145,145,0,1,0,1,0
21274,80,57411,0,0,deny,1514,1514,0,1,0,1,0
21275,16387,45121,0,0,deny,60,60,0,1,0,1,0
21276,62272,445,0,0,drop,70,70,0,1,0,1,0
21277,54048,25174,0,0,deny,66,66,0,1,0,1,0
21278,16387,41860,0,0,deny,60,60,0,1,0,1,0
21279,65015,22114,0,0,deny,66,66,0,1,0,1,0
21280,31738,51505,0,0,deny,62,62,0,1,0,1,0
21281,41908,1433,0,0,deny,60,60,0,1,0,1,0
21282,53567,64147,0,0,deny,66,66,0,1,0,1,0
21283,7423,22114,0,0,deny,62,62,0,1,0,1,0
21284,80,36466,0,0,deny,1514,1514,0,1,0,1,0
21285,50442,25174,0,0,deny,66,66,0,1,0,1,0
21286,24040,22114,0,0,deny,62,62,0,1,0,1,0
21287,7482,57470,0,0,deny,66,66,0,1,0,1,0
21288,50692,445,0,0,drop,70,70,0,1,0,1,0
21289,50690,445,0,0,drop,70,70,0,1,0,1,0
21290,50687,445,0,0,drop,70,70,0,1,0,1,0
21291,25469,81,0,0,deny,60,60,0,1,0,1,0
21292,46774,51050,0,0,deny,62,62,0,1,0,1,0
21293,62267,445,0,0,drop,70,70,0,1,0,1,0
21294,62459,445,0,0,drop,66,66,0,1,0,1,0
21295,34166,22114,0,0,deny,62,62,0,1,0,1,0
21296,61961,11392,0,0,deny,66,66,0,1,0,1,0
21297,13684,25174,0,0,deny,62,62,0,1,0,1,0
21298,27348,22114,0,0,deny,66,66,0,1,0,1,0
21299,56052,53,55355,53,allow,1392,85,1307,4,12,2,2
21300,49797,25174,0,0,deny,66,66,0,1,0,1,0
21301,26435,39004,0,0,deny,62,62,0,1,0,1,0
21302,14692,25174,0,0,deny,62,62,0,1,0,1,0
21303,22240,22114,0,0,deny,62,62,0,1,0,1,0
21304,62911,36237,0,0,deny,66,66,0,1,0,1,0
21305,30304,64147,0,0,deny,66,66,0,1,0,1,0
21306,35011,37965,0,0,deny,62,62,0,1,0,1,0
21307,50683,445,0,0,drop,70,70,0,1,0,1,0
21308,50682,445,0,0,drop,70,70,0,1,0,1,0
21309,7067,22114,0,0,deny,62,62,0,1,0,1,0
21310,44546,32468,0,0,deny,62,62,0,1,0,1,0
21311,63708,25174,0,0,deny,66,66,0,1,0,1,0
21312,26752,64147,0,0,deny,62,62,0,1,0,1,0
21313,55161,37807,0,0,deny,66,66,0,1,0,1,0
21314,62254,445,0,0,drop,70,70,0,1,0,1,0
21315,5,47993,0,0,deny,62,62,0,1,0,1,0
21316,62446,445,0,0,drop,66,66,0,1,0,1,0
21317,62442,445,0,0,drop,66,66,0,1,0,1,0
21318,63460,55160,0,0,deny,62,62,0,1,0,1,0
21319,62251,445,0,0,drop,70,70,0,1,0,1,0
21320,21108,25174,0,0,deny,62,62,0,1,0,1,0
21321,50673,445,0,0,drop,70,70,0,1,0,1,0
21322,50674,445,0,0,drop,70,70,0,1,0,1,0
21323,50672,445,0,0,deny,70,70,0,1,0,1,0
21324,50663,445,0,0,drop,70,70,0,1,0,1,0
21325,56131,37807,0,0,deny,62,62,0,1,0,1,0
